,sum_pctg_ssi_mdcd_days,beds,occupancy,ucc_per_bed,profit_margin,safety_net,safety_dollars_adj,tot_con_sus2020_07_31
56,0.20794651954076002,357.29315104157973,0.7565706273296017,25177.777,0.113007054,0.0,0.0,288.0
57,0.21687280782725626,51.260274057518984,0.742248153895935,77035.484,-0.17296752,1.0,5.0,117.0
58,0.23949992656707764,40.0,0.15342465753424658,37979.523,-0.050020367,1.0,5.0,
59,0.5089744307239801,30.0,0.22102533363217755,25833.018,0.02087085,1.0,5.0,0.0
60,0.6396999359130859,37.0,0.44524250277674937,47589.973,-0.10824997,1.0,5.0,83.0
61,0.2986886239072976,614.4904119922695,0.6639644918403887,37635.527,0.061337646,0.0,0.0,535.0
62,0.2480401036253396,187.0,0.4904674335635915,51311.98,0.0046680765,1.0,7.6107483,147.0
63,0.5657558073789739,109.0,0.43965850679798246,40405.434,-0.039872527,1.0,10.118575,154.0
64,0.3527998924255371,49.0,0.20095051719317863,38135.55,-0.11946838,1.0,5.0,30.0
65,0.2823154333177344,49.2520548115038,0.3065533524719349,11634.87,-0.18078369,0.0,0.0,31.0
66,0.3775272386020002,97.0,0.20202390856850472,22179.807,0.011602158,0.0,0.0,19.0
67,0.4795053068259024,35.0,0.27616202512953364,23360.795,-0.13029553,0.0,0.0,17.0
68,0.318079310502108,55.0,0.3068060519391007,91543.07,-0.14886248,1.0,5.0,71.0
69,0.0,40.0,0.5061962863016056,113521.09,0.093299404,0.0,0.0,111.0
70,0.18074045307433895,183.0,0.6590421510210006,41337.16,0.097346194,0.0,0.0,92.0
71,0.8370409418889916,33.0,0.41389628808122453,13497.982,0.06255992,0.0,0.0,
72,0.23914785550065368,424.2438355654886,0.5079299092268852,39063.24,-0.020857805,1.0,16.64738,146.0
73,0.20894211540561974,198.0,0.8215438839855886,63672.465,0.02941559,1.0,6.788207,291.0
74,0.28389978408813477,33.0,0.37418113065587383,24498.016,-0.314858,0.0,0.0,
75,0.32272143732436864,44.0,0.29728842207539447,34983.086,0.090960175,0.0,0.0,36.0
76,0.4166947505348684,183.81369915661773,0.7760804679166364,36245.383,0.13448411,0.0,0.0,241.0
77,0.23938902432787834,43.06575324502703,0.18175384175294337,2773.7693,-0.1145229,0.0,0.0,41.0
78,0.22273258534013093,122.0,0.10787715410473771,17474.445,-0.068409204,0.0,0.0,50.0
79,0.28546817525720025,59.838356894663285,0.32201282452397195,10298.173,-0.0857253,0.0,0.0,44.0
80,0.375883525400291,122.0,0.3107465820730798,42145.375,-0.030504845,1.0,7.524489,64.0
81,0.0,47.0,0.38269141505102205,27875.463,0.08788944,0.0,0.0,13.0
82,0.22699999809265137,49.0,0.32580374615599667,34520.695,-0.03803478,1.0,5.0,44.0
83,0.2085246375900421,26.0,0.27024726855850717,228072.17,-0.22858873,1.0,5.0,35.0
84,0.0,15.0,0.3959817351598173,54868.535,0.040283557,0.0,0.0,5.0
85,0.0,25.0,0.3095890410958904,33942.0,-0.013515828,0.0,0.0,
86,0.0,25.0,0.23418727712547113,96803.914,-0.0643939,0.0,0.0,16.0
87,0.0,25.0,0.5216093070505705,109021.67,-0.0062926994,0.0,0.0,43.0
88,0.48335568265209455,391.0,0.7698232838796343,54903.984,0.1702869,0.0,0.0,106.0
89,0.29832568798470066,74.0,0.7201812620931957,45530.695,0.25497696,0.0,0.0,6.0
90,0.10883227325034443,45.0,0.42955034254136154,32041.82,0.023975113,0.0,0.0,
91,0.4691892289552311,122.0,0.47042375636716355,29618.715,0.06708884,0.0,0.0,31.0
92,0.3826558823508433,164.0,0.5718756545117869,40648.04,0.23705201,0.0,0.0,88.0
93,0.7661995887756348,34.0,0.3999194198227236,0.0,0.0,0.0,0.0,
94,0.07539999485015869,49.0,0.6801767760350017,80178.44,0.04546994,0.0,0.0,
95,0.7026996612548828,174.0,0.6080511829727933,0.0,0.0,0.0,0.0,
96,0.0,11.0,0.2158146660468509,74886.3,0.08729717,0.0,0.0,0.0
97,0.0,12.0,0.3411753310839281,79885.1,-0.017264035,0.0,0.0,
98,0.0,12.0,0.30566209960745855,42747.836,0.047279656,0.0,0.0,0.0
99,0.0,8.0,0.2556347831268821,44411.0,-0.07190188,0.0,0.0,
100,0.0,24.0,0.25122537224990926,73713.4,0.07194461,0.0,0.0,0.0
101,0.0,13.0,0.24720701171397363,54712.652,-0.09810189,0.0,0.0,
102,0.0,18.0,0.2908675799086758,79389.89,0.18712251,0.0,0.0,
103,0.0,18.0,0.1512937595129376,0.0,0.0,0.0,0.0,
104,0.0,17.0,0.23336019339242547,0.0,0.0,0.0,0.0,
105,0.0,25.0,0.5174500260931296,154723.22,-0.32451782,0.0,0.0,5.0
106,0.0,20.0,0.0662568306010929,0.0,0.0,0.0,0.0,
107,0.0,21.0,0.4625272306224043,88600.484,0.07271858,0.0,0.0,0.0
108,0.0,25.0,0.37873972602739725,0.0,0.0,0.0,0.0,
109,0.5039474843973664,620.9917807539848,0.7506704501656953,24595.16,0.013882894,0.0,0.0,1226.0
110,0.39388618478578796,441.0,0.9010433047286812,23882.705,0.03605368,0.0,0.0,350.0
111,0.2569043024741113,90.73972594248102,0.5268049626081717,77752.86,0.20943506,0.0,0.0,
112,0.33409976959228516,349.0,0.3479530556972956,10600.246,-0.13481808,0.0,0.0,229.0
113,0.27269983291625977,451.0,0.3676882422622483,9819.743,-0.003524264,0.0,0.0,109.0
114,0.20304241946037474,206.0,0.5515040798100486,46818.453,0.10663416,0.0,0.0,
115,0.35539984703063965,406.0,0.4478169916998448,33865.656,0.103779554,0.0,0.0,444.0
116,0.36007022111357045,262.0,0.6237134606009727,31331.748,0.22010538,0.0,0.0,288.0
117,0.387498705758659,141.0,0.4362717578328504,27564.137,-0.09118545,1.0,8.965061,138.0
118,0.8792598083654106,323.0,0.49883099982657075,135984.55,0.121547244,0.0,0.0,524.0
119,0.5020996313749597,244.2438355654886,0.6384949011156024,55294.133,0.16563259,0.0,0.0,
120,0.48599876029510874,470.33424727165567,0.8879541862260149,53621.68,-0.018329496,1.0,37.506424,677.0
121,0.5080530693950347,136.52054573085104,0.6785074676345435,43776.4,-0.03826881,1.0,11.380752,290.0
122,0.49149114126384225,25.0,0.4469642688001686,42984.9,-0.050275672,1.0,5.0,
123,0.2989277750522163,338.0,0.8755375190895882,45432.125,0.122682735,0.0,0.0,449.0
124,0.46020432613561557,180.32054932607397,0.34608317928723736,22817.549,-0.08922323,0.0,0.0,92.0
125,0.26508322246839044,351.95342633887594,0.4867178610441025,20194.787,0.27401805,0.0,0.0,376.0
126,0.27847628955069187,75.0,0.5169303084241474,18427.637,0.049304817,0.0,0.0,45.0
127,0.2763476251596955,196.0,0.5328148622007269,26693.271,0.03705606,0.0,0.0,
128,0.1261501081580324,410.0,0.5199828245646683,9815.51,0.021528002,0.0,0.0,631.0
129,0.3558787404997048,89.0,0.4874742188320832,29102.92,0.031162933,0.0,0.0,104.0
130,0.5078975352774551,479.0,0.7419005814121897,36645.17,-0.064656794,1.0,39.918617,445.0
131,0.4323185756888428,615.0,0.7295226511111348,32381.852,0.16493472,0.0,0.0,882.0
132,0.41164776852620916,49.0,0.2593554713674082,43886.996,0.012452871,1.0,5.0,
133,0.19346157819457252,144.0,0.48774238444628776,12609.761,0.16592467,0.0,0.0,
134,0.7678999900817871,56.0,0.46883561643835614,0.0,0.0,0.0,0.0,
135,0.7859997749328613,73.0,0.3970350910114468,0.0,0.0,0.0,0.0,
136,0.6212997436523438,14.0,0.19197651663405088,0.0,0.0,0.0,0.0,
137,0.7597999572753906,8.0,0.401027397260274,0.0,0.0,0.0,0.0,
138,0.7813997268676758,133.0,0.1567205685446493,0.0,0.0,0.0,0.0,
139,0.3727998733520508,127.0,0.45645561428109155,29438.047,0.04744982,0.0,0.0,166.0
140,0.9490995407104492,60.0,0.2163013698630137,0.0,0.0,0.0,0.0,
141,0.2792999744415283,281.0,0.4946131721347438,11162.121,0.13424508,0.0,0.0,114.0
142,0.012680542759830044,426.4958903769924,0.5838666181441274,15598.478,0.2834022,0.0,0.0,229.0
143,0.1935082014972208,318.0,0.6024200568897796,14702.515,0.09318837,0.0,0.0,615.0
144,0.4298873617382561,499.0,0.6441328514825914,25992.795,0.12042894,0.0,0.0,820.0
145,0.25591933232777586,204.0,0.6998028535617508,37818.832,0.29726028,0.0,0.0,245.0
146,0.18429857201706884,314.0,0.5548312140106288,19555.38,0.10832925,0.0,0.0,539.0
147,0.3534455754662748,262.0,0.6664040782354747,21623.871,0.09564744,0.0,0.0,234.0
148,0.23034100990924114,139.0,0.3605333109612189,11492.953,0.38740724,0.0,0.0,127.0
149,0.04427312598006374,266.7561644345114,0.7636865438242658,30556.371,0.08911943,0.0,0.0,351.0
150,0.12296186074870825,111.0,0.4945544610166966,9941.588,0.22060585,0.0,0.0,11.0
151,0.0,23.0,0.24351872837435423,3151.4922,0.18734646,0.0,0.0,
152,0.004199996590614319,32.0,0.19590565660955436,5645.1865,0.15404329,0.0,0.0,
153,0.40458487539160176,262.63833791653536,0.5475486792396386,32353.564,0.09425308,0.0,0.0,418.0
154,0.6854302672860413,155.94520709286076,0.6879379588246963,41146.902,0.057569243,0.0,0.0,204.0
155,0.0,24.0,0.2321539377332547,4553.3213,0.09369313,0.0,0.0,
156,0.8491997718811035,40.0,0.258013698630137,0.0,0.0,0.0,0.0,
157,0.0737999677658081,111.0,0.37790941626558067,4963.324,0.12548608,0.0,0.0,26.0
158,0.510028878750082,317.0,0.6426617032523014,41019.832,0.144976,0.0,0.0,768.0
159,0.3121911592132172,70.99726068940886,0.2869875155461019,10570.701,-0.021926712,0.0,0.0,
160,0.2625807111825028,198.0,0.8333985377942364,35309.46,0.08950084,0.0,0.0,299.0
161,0.2900998592376709,19.0,0.16092285508291276,27766.291,-0.27958673,1.0,5.0,
162,0.3243961381701888,142.0,0.5426518721826747,14728.688,-0.0107161105,0.0,0.0,
163,0.3001185730185547,165.0,0.9304239681760399,42080.242,0.13937825,0.0,0.0,28.0
164,0.008118625136695529,120.0,0.5404484459133115,13862.684,0.38108099,0.0,0.0,73.0
165,0.34191107934521003,53.0,0.5772310271386176,48460.77,0.102289155,0.0,0.0,112.0
166,0.0,64.0,0.3503479774710404,1340.9133,0.066470645,0.0,0.0,0.0
167,0.3162999153137207,36.0,0.17070015220700152,25990.41,-0.37831476,1.0,5.0,
168,0.19296509676920293,20.0,0.2665137913815405,43744.434,-0.14649847,0.0,0.0,6.0
169,0.43612006340562476,14.235616319473419,0.19924230529622064,585998.56,-0.2614221,1.0,5.0,7.0
170,0.0,49.0,0.3650329430634472,10774.711,-1.230194,0.0,0.0,0.0
171,0.0,38.0,0.19122797629776497,227807.3,0.0,0.0,0.0,0.0
172,0.0,19.0,0.18402702371611107,114320.484,0.0069575147,0.0,0.0,
173,0.0,22.0,0.19538886680535333,37824.637,-0.024713581,0.0,0.0,
174,0.0,10.536986607068352,0.17735941506240335,90276.4,0.02299124,0.0,0.0,0.0
175,0.0,25.0,0.13400968294736035,39673.78,0.25246158,0.0,0.0,
176,0.0,6.0,0.2050228310502283,0.0,0.0,0.0,0.0,
177,0.0,20.0,0.17082191780821918,0.0,0.0,0.0,0.0,
178,0.0,12.0,0.0365296803652968,0.0,0.0,0.0,0.0,
179,0.0,25.0,0.20756164383561643,0.0,0.6423576,0.0,0.0,
180,0.0,25.0,0.3996712328767123,62495.4,0.0007212513,0.0,0.0,
181,0.0,14.0,0.29316194417262353,77279.95,0.12770496,0.0,0.0,39.0
182,0.0,25.0,0.39123287671232876,45815.96,-0.040226508,0.0,0.0,4.0
183,0.0,25.0,0.5976340767016972,57025.195,0.04108883,0.0,0.0,
184,0.0,22.00821924601519,0.23599303024384893,49690.832,-0.0037327243,0.0,0.0,
185,0.0,25.0,0.3566027397260274,41105.88,0.05041786,0.0,0.0,
186,0.0,25.0,0.42641973458904114,9061.487,0.059239846,0.0,0.0,23.0
187,0.3857796862313627,44.0,0.292550535794706,43886.457,0.13578983,0.0,0.0,25.0
188,0.374814600576244,57.0,0.24701467996909757,36390.81,-0.022257946,1.0,5.0,8.0
189,0.27488787086944017,325.04109623007594,0.6355978125035473,29297.89,0.1258426,0.0,0.0,164.0
190,0.4132872297497307,408.70684895842027,0.699282694031628,25139.113,-0.16598064,1.0,27.715822,257.0
191,0.22739613530916586,206.0,0.5791336649041003,55371.758,0.13821673,0.0,0.0,138.0
192,0.2752260110234555,38.22739707345823,0.3954023752911695,17267.73,-0.035783134,0.0,0.0,17.0
193,0.4087998867034912,205.0,0.6809982604041215,32877.992,0.069839776,0.0,0.0,28.0
194,0.3579933453369131,41.0,0.3076423979862927,23492.59,-0.037141487,0.0,0.0,15.0
195,0.5195325342571535,496.77260292654177,0.8400135280879011,40856.562,0.06700963,0.0,0.0,239.0
196,0.3401113904342953,120.0,0.21711528202877037,31214.488,-0.048659094,1.0,6.696784,27.0
197,0.39743658885446104,36.00821924601519,0.26207451195047493,23314.809,0.00062625547,0.0,0.0,0.0
198,0.7606997489929199,56.0,0.3259784735812133,16296.036,0.061303187,0.0,0.0,15.0
199,0.3977999687194824,329.0,0.6810098536528483,47474.94,0.08747343,0.0,0.0,265.0
200,0.49312088418823496,274.7452054304619,0.582571889794028,36065.516,0.12567568,0.0,0.0,74.0
201,0.2763408093910996,217.03287698406075,0.6625515372208324,26956.605,0.06970911,0.0,0.0,147.0
202,0.23718538982156237,164.20273933541267,0.5330510607857001,31918.59,0.033266168,0.0,0.0,5078.0
203,0.2766522468578643,139.0,0.61241467015549,18184.355,0.017656067,0.0,0.0,109.0
204,0.25771638678132514,177.2520548115038,0.6454902843685835,40953.01,-0.004881529,1.0,7.495441,157.0
205,0.3277779468706232,114.0,0.3202924742531341,24752.15,-0.03151016,0.0,0.0,47.0
206,0.4950354817632942,137.0,0.4645828568002046,15327.349,0.19746128,0.0,0.0,72.0
207,0.22091362437679418,32.0,0.16847813871726028,19175.18,-0.08343325,0.0,0.0,28.0
208,0.27699995040893555,82.0,0.17627798195790176,22882.89,0.039945647,0.0,0.0,15.0
209,0.4233135140027076,49.0,0.40725026853653257,28968.07,0.027570967,1.0,5.0,40.0
210,0.31999993324279785,249.0,0.6959450816966496,33590.844,0.016311094,1.0,13.074139,209.0
211,0.3373127936314858,343.0,0.554698659099749,36252.547,0.04441985,0.0,0.0,168.0
212,0.383699893951416,30.0,0.408310502283105,25842.7,-0.088610955,1.0,5.0,14.0
213,0.5554684225211789,61.98630332293669,0.2035394173677537,27238.629,-0.0003334594,1.0,5.6496167,9.0
214,0.39129817641088566,271.0,0.4525677326553713,20581.564,0.015365596,0.0,0.0,170.0
215,0.4085376279186911,46.98356150796962,0.22999719770517194,25817.408,-0.005551716,1.0,5.0,12.0
216,0.29509997367858887,47.0,0.17685805887496356,15448.8955,-0.5029843,0.0,0.0,
217,0.6675352426079528,64.0,0.3915876568892162,23656.607,0.118746884,0.0,0.0,
218,0.26500135249038265,126.0,0.6451762890421385,13607.792,0.15231323,0.0,0.0,100.0
219,0.3081269299123067,130.0,0.40481135136509466,30400.963,0.0061013415,1.0,6.572595,30.0
220,0.5725177313255938,127.0,0.1044964191654794,5679.7983,-0.14630273,0.0,0.0,
221,0.276581460090793,101.27671254954936,0.36231923006708155,6824.593,0.0932412,0.0,0.0,63.0
222,0.360520929147512,700.8958916167696,0.6056714364685145,27757.865,0.007309743,1.0,41.461773,945.0
223,0.24029994010925293,180.0,0.7184779299847793,29083.178,-0.08801157,1.0,7.097249,412.0
224,0.4289999008178711,184.0,0.45534544371649793,24863.11,-0.00047557816,0.0,0.0,60.0
225,0.0,1.0,0.004116130283787344,328058.47,0.07310385,0.0,0.0,0.0
226,0.0712999701499939,112.0,0.5682974559686889,25188.143,0.081392795,0.0,0.0,17.0
227,0.23409801062453225,51.520548115037975,0.35926644534706825,30271.021,-0.033383153,1.0,5.0,9.0
228,0.019399985671043396,49.0,0.38546252491948746,4791.652,0.20419547,0.0,0.0,
229,0.042999982833862305,20.0,0.2754963400673071,8332.417,-0.00666799,0.0,0.0,
230,0.22079992294311523,67.0,0.12741770599059496,12158.149,0.006420673,0.0,0.0,0.0
231,0.2627042342034452,110.0,0.2252390507636051,25809.898,-0.5163953,1.0,5.0,41.0
232,0.0,44.0,0.12717847622198009,858.3633,0.0,0.0,0.0,
233,0.0,16.0,0.20412460100876711,36449.59,-0.01535937,0.0,0.0,10.0
234,0.0,25.0,0.22508522571763734,12878.851,-0.22768107,0.0,0.0,0.0
235,0.0,25.0,0.1336007500273218,31666.238,-0.14587149,0.0,0.0,9.0
236,0.0,15.0,0.33558816590550467,24425.877,-0.21230732,0.0,0.0,18.0
237,0.0,24.0,0.1144676929596347,31263.463,-0.22345312,0.0,0.0,14.0
238,0.0,25.0,0.19962196749704417,1623.111,-0.24743009,0.0,0.0,
239,0.0,15.0,0.5808219178082191,72012.93,-0.019272635,0.0,0.0,
240,0.0,25.0,0.13984282303200082,39164.023,0.023003662,0.0,0.0,0.0
241,0.0,25.0,0.36608426761183127,28501.363,-0.01607274,0.0,0.0,5.0
242,0.0,25.0,0.2191780821917808,17076.04,0.0644448,0.0,0.0,
243,0.0,25.0,0.26838356164383564,38090.8,-0.010786817,0.0,0.0,4.0
244,0.0,25.0,0.3618801277451275,36005.195,-0.046505123,0.0,0.0,
245,0.0,25.0,0.3731176614473244,80762.55,-0.058417212,0.0,0.0,
246,0.0,25.0,0.11239842998985623,23517.297,-0.14713408,0.0,0.0,7.0
247,0.0,25.0,0.17104597534778151,37742.215,-0.036641415,0.0,0.0,7.0
248,0.0,22.0,0.08897524690397844,21746.49,-0.073318295,0.0,0.0,
249,0.0,24.0,0.1737280286532848,37981.08,-0.33284667,0.0,0.0,6.0
250,0.0,25.0,0.10633529748313536,22153.672,0.0071980096,0.0,0.0,10.0
251,0.0,25.0,0.5143449051424449,54151.016,0.016692549,0.0,0.0,27.0
252,0.0,25.0,0.4020041286148528,23435.256,-0.0049042245,0.0,0.0,
253,0.0,25.0,0.4238904109589041,35203.56,-0.0014012145,0.0,0.0,15.0
254,0.0,25.0,0.40550527098332223,28886.299,-0.08730037,0.0,0.0,0.0
255,0.0,25.0,0.3026080702323726,48005.246,0.03799565,0.0,0.0,12.0
256,0.0,25.0,0.2676164383561644,52137.2,-0.045141023,0.0,0.0,
257,0.0,25.0,0.3822573888647353,27082.27,-0.08948056,0.0,0.0,46.0
258,0.0,25.0,0.1305763937811443,474262.16,0.021340797,0.0,0.0,
259,0.0,25.0,0.48293007977300034,37541.254,-0.003893185,0.0,0.0,19.0
260,0.0,25.0,0.8031549627638013,120705.52,-0.2525424,0.0,0.0,0.0
261,0.6054997444152832,195.0,0.3110502283105023,12563.477,0.2542126,0.0,0.0,
262,0.43328401821371987,133.25205475140925,0.6856015372839235,48601.465,0.10786108,0.0,0.0,14.0
263,0.1762183069200375,241.0,0.5879305669885715,35361.965,0.056159228,0.0,0.0,51.0
264,0.4083576385601278,137.0,0.3234492447083215,23251.16,0.5128321,0.0,0.0,0.0
265,0.3545927446390219,162.22191839740714,0.5204571945558176,47324.344,0.06617859,0.0,0.0,52.0
266,0.4537612728949764,122.54520585308354,0.47049935197586557,22049.295,-0.032254037,0.0,0.0,22.0
267,0.2526305761759245,52.0,0.4938499066870187,36734.902,0.028011903,1.0,5.0,44.0
268,0.416857778927266,389.0,0.44071263534368954,20207.352,0.09699025,0.0,0.0,158.0
269,0.5313862937977839,465.2219205960849,0.7077338557257788,30323.324,0.16738763,0.0,0.0,473.0
270,0.8326037322678036,230.0,0.5495669147563165,127738.38,-0.011409099,1.0,31.421726,71.0
271,0.5497139608034405,669.0,0.810814889153398,126662.805,0.022627182,1.0,50.0,245.0
272,0.5128998756408691,443.0,0.7211169176536071,49031.62,0.03485032,0.0,0.0,349.0
273,0.3133770719786874,70.69041046638988,0.3257341231016807,20338.027,0.010982519,0.0,0.0,
274,0.5224520601373333,133.0,0.9361186434473397,45403.11,0.055901505,0.0,0.0,17.0
275,0.6096690924163696,421.0,0.42993195118432065,10376.364,0.10583039,0.0,0.0,390.0
276,0.8328501166429959,514.6767199882125,0.6513736768191022,116139.64,-0.9021229,1.0,50.0,324.0
277,0.33414802309180114,298.0,0.7497059980650189,28398.219,0.025334619,1.0,16.338758,171.0
278,0.986449427144041,248.3095895336101,0.5994440607633172,241231.28,-0.41667327,1.0,40.19131,141.0
279,0.4562967759806489,49.0,0.47570436993217563,76200.016,0.18110703,0.0,0.0,
280,0.4849453174801445,296.0,0.4977798704589841,43952.973,0.020821614,1.0,23.553114,117.0
281,0.6297555804306227,161.0,0.3900086374643727,36070.703,0.0005769188,1.0,16.636492,232.0
282,0.37602041601154895,464.0,0.5936631051948499,21305.621,0.3345886,0.0,0.0,57.0
283,0.4719662441446992,61.0,0.5228387807157199,46012.414,-0.04516898,1.0,5.0,96.0
284,0.5969732580089526,127.30958953361012,0.3528485272904171,41796.855,-0.54313695,1.0,12.470385,32.0
285,0.5437624116219534,393.0,0.6272509385511901,21432.53,0.05433564,0.0,0.0,620.0
286,0.5135783657835639,403.0,0.7848088110304962,22435.107,0.041968863,0.0,0.0,525.0
287,0.9288997650146484,241.0,0.40500827018502134,8809.983,-0.061297145,0.0,0.0,153.0
288,0.7711626144159327,751.3013698401517,0.8292781848110614,21233.361,0.05373263,0.0,0.0,1005.0
289,1.0260510906162146,317.0,0.5050890050525291,16944.88,0.12681507,0.0,0.0,252.0
290,0.39466436607021127,35.0,0.2334441732286917,51232.266,0.11069802,0.0,0.0,22.0
291,0.396372209814279,400.02465773804556,0.5300701020127891,44266.855,0.07744232,0.0,0.0,434.0
292,0.042993959323935155,120.0,0.4616168767439089,28165.566,0.0,0.0,0.0,107.0
293,0.05865368116117446,327.0,0.6953448529023335,26866.531,0.0,0.0,0.0,207.0
294,0.04018600306915953,233.0,0.5858555367909438,24162.021,0.0,0.0,0.0,164.0
295,0.19507832779218126,200.0,0.4845848007377889,36982.426,0.0,0.0,0.0,125.0
296,0.23118375171491545,365.0,0.6872707571087525,43006.79,0.0,1.0,13.845672,299.0
297,0.11882649039869465,239.0,0.6742471564959212,22421.514,0.0,0.0,0.0,79.0
298,0.5835995674133301,487.0,0.7365756237517932,39079.164,0.08963159,0.0,0.0,362.0
